FM Modulation Parameters: m=10000.0, F=2000000, FMOD=20, FD=100000
Frequency	Signal	Power
10900	0.95103583	4.9797336e-28
10920	0.92980126	4.4378917e-29
10940	0.48181297	9.3415478e-29
10960	-0.18731448	3.0201985e-28
10980	-0.77046964	2.2008022e-28
11000	-1	5.709947e-28
11020	-0.77055732	3.2834064e-28
11040	-0.18744962	2.0919116e-28
11060	0.48169241	2.1837156e-28
11080	0.92975061	4.4163713e-28
11100	0.95107835	4.2672108e-29
11120	0.53588679	6.7485783e-29
11140	-0.12526235	2.0214387e-29
11160	-0.72891946	3.0962685e-29
11180	-0.99802219	4.180662e-28
11200	-0.80905967	2.4550949e-28
11220	-0.24876059	1.8330553e-28
11240	0.42571289	2.0300227e-28
11260	0.90479564	3.1586736e-29
11280	0.9686016	2.7973405e-28
11300	0.58784557	2.5378402e-28
11320	-0.062715706	1.3867852e-28
11340	-0.68449217	1.3023571e-28
11360	-0.9921052	1.2808155e-28
11380	-0.84436873	1.2233265e-28
11400	-0.30908981	1.8355511e-28
11420	0.36805299	1.2832554e-28
11440	0.8762694	2.2528803e-28
11460	0.98230182	3.0361196e-28
11480	0.63748423	5.1533081e-28
11500	7.85944e-05	4.1047324e-28
11520	-0.63736311	3.5889705e-28
11540	-0.98227237	4.3362271e-28
11560	-0.87634514	3.5018412e-28
11580	-0.36819916	8.2643658e-29
11600	0.30894028	3.337336e-28
11620	0.84428448	4.2141392e-28
11640	0.99212491	6.6665281e-29
11660	0.68460682	6.9027602e-29
11680	0.0628727	1.134237e-28
11700	-0.58771829	1.2894805e-28
11720	-0.96856247	1.2633158e-29
11740	-0.90486265	2.4772353e-28
11760	-0.42585534	2.4866924e-29
11780	0.24860806	1.3762395e-28
11800	0.80896708	3.9031306e-29
11820	0.99803208	2.1461909e-29
11840	0.72902734	6.8493988e-29
11860	0.12541876	5.3563594e-29
11880	-0.53575364	1.2798762e-28
11900	-0.9510296	8.7158185e-30
11920	-0.9298087	6.8831427e-30
11940	-0.48183076	6.5987443e-29
11960	0.18729447	1.8882585e-29
11980	0.7704566	1.374672e-28
12000	1	3.2675491e-29
12020	0.77057045	3.0908031e-29
12040	0.18746991	9.983397e-29
12060	-0.48167424	9.0824702e-29
12080	-0.92974295	5.2930756e-29
12100	-0.9510848	3.9387503e-29
12120	-0.53590447	6.1027687e-29
12140	0.1252415	2.1329077e-28
12160	0.72890502	8.1140321e-29
12180	0.99802086	2.3027973e-28
12200	0.80907215	1.086422e-29
12220	0.24878122	2.0487925e-28
12240	-0.42569354	1.0299613e-28
12260	-0.9047865	4.8413076e-28
12280	-0.96860696	2.0569921e-29
12300	-0.58786305	2.7904556e-28
12320	0.062694076	3.5073491e-28
12340	0.68447632	5.9185794e-29
12360	0.99210247	2.3112504e-28
12380	0.84438046	7.8464767e-29
12400	0.3091107	2.3832832e-28
12420	-0.3680325	4.3107757e-28
12440	-0.87625875	3.8343559e-28
12460	-0.98230598	1.3462826e-28
12480	-0.63750138	3.2359391e-29
12500	-0.00010093181	4.1635065e-28
12520	0.63734584	1.0894093e-28
12540	0.98226815	1.9051722e-29
12560	0.876356	1.1042002e-28
12580	0.36822021	1.1332276e-28
12600	-0.30891868	3.1018119e-29
12620	-0.84427227	7.3875752e-29
12640	-0.99212778	2.9891263e-29
12660	-0.68462354	4.2698342e-29
12680	-0.062895666	1.1396167e-29
12700	0.58769961	1.763874e-28
12720	0.96855671	2.8275307e-29
12740	0.90487255	3.0313627e-29
12760	0.42587643	1.2750135e-28
12780	-0.24858541	3.1579866e-28
12800	-0.80895329	2.7915037e-29
12820	-0.99803356	2.2274796e-28
12840	-0.72904351	1.4470906e-28
12860	-0.12544227	2.1905415e-28
12880	0.53573356	2.9059754e-29
12900	0.95102223	1.0752571e-28
12920	0.92981751	2.8084528e-29
12940	0.48185179	5.2752602e-29
12960	-0.18727082	1.6134474e-29
12980	-0.7704412	2.4845012e-29
13000	-0.99999999	8.4496066e-29
13020	-0.77058594	1.9273306e-28
13040	-0.18749387	1.8903261e-28
13060	0.4816528	1.4441772e-29
13080	0.92973391	4.3409036e-29
13100	0.95109241	7.940005e-29
13120	0.53592533	8.5676368e-30
13140	-0.12521691	1.190861e-28
13160	-0.728888	3.3766233e-29
13180	-0.99801929	8.1946747e-29
13200	-0.80908685	6.3851708e-29
13220	-0.24880553	3.2524614e-28
13240	0.42567076	5.3982976e-29
13260	0.90477575	1.0279307e-28
13280	0.96861325	7.0307206e-29
13300	0.58788361	8.1287719e-29
13320	-0.062668633	2.9272181e-28
13340	-0.68445767	4.518461e-28
13360	-0.99209925	3.5560067e-28
13380	-0.84439425	3.6176364e-28
13400	-0.30913525	1.0317723e-28
13420	0.36800842	2.1347987e-30
13440	0.87624623	5.8560469e-28
13460	0.98231086	3.4873356e-28
13480	0.63752152	4.2685114e-29
13500	0.000127145	3.9658531e-29
13520	-0.63732558	3.0006739e-28
13540	-0.98226321	8.6487069e-29
13560	-0.87636875	8.0355742e-29
13580	-0.36824488	7.4483824e-29
13600	0.30889336	3.1364283e-29
13620	0.84425796	2.8062824e-28
13640	0.99213113	4.2650915e-29
13660	0.68464312	7.6028438e-29
13680	0.062922557	1.399795e-30
13700	-0.58767774	7.8166761e-29
13720	-0.96854996	6.9512064e-29
13740	-0.90488412	9.7995542e-29
13760	-0.42590111	5.8017442e-29
13780	0.24855891	9.2037833e-29
13800	0.80893716	4.3095603e-29
13820	0.99803528	1.2151386e-28
13840	0.7290624	6.0078669e-29
13860	0.12546974	2.6714127e-28
13880	-0.53571011	1.693739e-29
13900	-0.95101362	1.152192e-30
13920	-0.92982779	2.0297411e-28
13940	-0.48187634	1.5749672e-28
13960	0.18724321	4.4926586e-28
13980	0.77042323	1.418556e-28
14000	0.99999999	4.8973065e-28
14020	0.77060401	1.6628861e-28
14040	0.1875218	2.2639397e-28
14060	-0.4816278	1.3564584e-29
14080	-0.92972338	5.5341633e-29
14100	-0.95110127	1.6121727e-28
14120	-0.53594962	1.0592614e-29
14140	0.12518829	2.5223161e-28
14160	0.72886818	4.9934092e-30
14180	0.99801747	8.6532084e-29
14200	0.80910396	1.5967469e-28
14220	0.24883381	7.9912221e-29
14240	-0.42564427	3.7358024e-29
14260	-0.90476324	1.1614177e-29
14280	-0.96862057	4.8341348e-29
14300	-0.5879075	3.1296872e-28
14320	0.062639069	6.1618847e-29
14340	0.68443601	3.0231219e-28
14360	0.99209551	4.3944343e-29
14380	0.84441025	9.8181599e-30
14400	0.30916375	1.8606073e-29
14420	-0.36798048	3.6738927e-29
14440	-0.87623171	3.0485187e-31
14460	-0.98231652	2.2401968e-28
14480	-0.63754487	2.82465e-29
14500	-0.00015754402	2.4261712e-31
14520	0.63730209	1.5084187e-28
14540	0.98225747	1.1083919e-29
14560	0.87638351	5.35724e-29
14580	0.36827347	1.9790056e-28
14600	-0.30886404	7.3809972e-30
14620	-0.84424138	1.9860694e-28
14640	-0.99213501	7.4271188e-29
14660	-0.68466579	5.7500148e-29
14680	-0.06295368	3.3090711e-28
14700	0.58765244	1.1860214e-29
14720	0.96854216	3.470526e-29
14740	0.90489751	5.0491553e-29
14760	0.42592964	1.2300959e-28
14780	-0.24852828	6.0913964e-28
14800	-0.80891851	2.6378224e-28
14820	-0.99803728	1.8217931e-28
14840	-0.72908423	5.3268762e-28
14860	-0.12550147	3.5724515e-28
14880	0.53568303	1.8929085e-28
14900	0.95100368	1.6265881e-28
14920	0.92983966	4.2807163e-29
14940	0.48190468	1.1756354e-29
14960	-0.18721136	2.0158558e-28
14980	-0.7704025	7.9809684e-29
15000	-0.99999998	1.2637348e-28
